address,beds,baths,type,price,SqFt,listing#
2525 Bathurst St 1010 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9512598
115 Mcmahon Dr 2106 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10440958
181 Wynford Dr 403 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9511000
25 Carlton St 2310 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9524437
470 front St W 1501 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10417699
8 Tippett Rd 603 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9418438
2369 Danforth Ave 217 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,E9396281
190 Borough Dr 3206 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,E10431829
12 York St 403 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10423865
25 Town Centre Crt N 2211 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,E10404963
30 Meadowglen Pl 815 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,E10428760
155 Dalhousie St PH48 Toronto,1,1,Condo Apt Industrial Loft,2450,500-599,C9269483
50 Town Centre Crt 1103 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,E9507756
319 Jarvis St 3916 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10402697
1 The Esplanade N 3405 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10845522
77 Shuter St 205 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9390361
105 George St 2012 Toronto,1,1,Condo Apt Apartment,2450,0-499,C9311587
319 Jarvis St E 4916 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9372488
155 Dalhousie St 543 Toronto,1,1,Condo Apt Loft,2450,600-699,C9378398
120 Harrison Garden Blvd 1008 Toronto,1+1,1,Comm Element Condo Multi-Level,2450,600-699,C9506779
38 Cameron St 310 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,C9509865
30 Samuel Wood Way 2011 Toronto,1,1,Condo Apt Apartment,2450,500-599,W10410334
25 Richmond St E 2012 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9397376
199 Richmond St W 1208 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10707712
23 Sheppard Ave E 2601 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10421765
55 Mercer St LPH10 Toronto,1,1,Condo Apt Apartment,2450,0-499,C9380790
18 Harbour St 306 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10406129
197 Yonge St 1311 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9390123
215 Sherway Gardens Rd 1911 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,W10408997
90 Queens Wharf Rd 607 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9385795
5 Michael Power Pl 1909 Toronto,1,1,Condo Apt Apartment,2450,500-599,W10429223
108 PETER St 918 Toronto,1+1,1,Comm Element Condo Apartment,2450,500-599,C10431632
18 Maitland Terr 1511 Toronto,1,1,Condo Apt Apartment,2450,0-499,C9505529
70 Temperance St 2809 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9461752
8 Mercer St 1206 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9476995
18 Yonge St 1411 Toronto,1,1,Condo Apt Apartment,2450,600-699,C10411764
38 Widmer St 511 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10407972
55 Ann O'reilly Rd 3307 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9302904
115 Mcmahon Dr 3508 Toronto,1,1,Condo Apt Apartment,2450,0-499,C10416390
55 Charles St E 4208 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9354933
400 Adelaide St E 909 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,C10424449
83 Borough Dr 1702 Toronto,1,1,Condo Apt Apartment,2450,600-699,E10431876
88 Charles St E 410 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9513252
150 East Liberty St 805 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9767983
130 River St 801 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10414539
55 Charles St 3910 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9769995
3220 Sheppard Ave E 1805 Toronto,1,1,Condo Apt Apartment,2450,500-599,E9384119
15 James Finlay Way 1012 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,W10426094
87 Peter St 2010 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10707692
20 Olive Ave 208 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9347766
576 Front St W 1609 Toronto,1,1,Condo Apt Apartment,2450,0-499,C9418149
628 fleet St 1911 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9494954
17 Dundonald St 704 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9418801
151 Avenue Rd 501 Toronto,1,1,Condo Apt Apartment,2450,0-499,C9416354
425 Front St E 313 Toronto,1+1,2,Condo Apt Apartment,2450,500-599,C9384468
108 Peter St 1019 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9511512
30 Shore Breeze Dr 533 Toronto,1,1,Condo Apt Apartment,2450,500-599,W9368185
955 Bay St 2319 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9507511
2525 Bathurst St 1308 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9387420
30 Shore Breeze Dr 4620 Toronto,1,1,Condo Apt Apartment,2450,500-599,W9375779
75 Canterbury Pl 1003 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9298804
16 Brookers Lane 406 Toronto,1,1,Condo Apt Apartment,2450,600-699,W9474737
218 Queens Quay W 905 Toronto,1,1,Condo Apt Apartment,2450,600-699,C9390308
151 MILL St 604 Toronto,1,1,Condo Apt Apartment,2453,500-599,C10424072
60 Ann O'Reilly Rd 1459 Toronto,1+1,2,Condo Apt Apartment,2460,600-699,C10235479
3 Strathgowan Ave 323 Toronto,1,1,Condo Apt Apartment,2460,600-699,C10428352
3 Strathgowan Ave 311 Toronto,1,1,Condo Apt Apartment,2460,600-699,C10428347
15 Grenville St 2811 Toronto,1+1,1,Condo Apt Apartment,2475,500-599,C10896105
25 Carlton St 2503 Toronto,1+1,1,Condo Apt Apartment,2475,600-699,C9370759
18 Merton St 1115 Toronto,1,2,Condo Apt 2-Storey,2475,700-799,C9386147
30 Shore Breeze Dr 540 Toronto,1,1,Condo Apt Apartment,2475,500-599,W10410493
621 Sheppard Ave E 328 Toronto,1,1,Condo Apt Apartment,2475,0-499,C10423054
55 Charles St E 3510 Toronto,1+1,1,Condo Apt Apartment,2475,500-599,C9311523
85 Wood St Ph07 Toronto,1+1,1,Condo Apt Apartment,2475,600-699,C10427327
736 Bay St 1708 Toronto,1,1,Condo Apt Apartment,2475,500-599,C10393086
629 King St W 725 Toronto,1,1,Condo Apt Apartment,2475,0-499,C9014667
60 Byng Ave 601 Toronto,1+1,1,Condo Apt Apartment,2475,600-699,C9380668
20 Bruyeres Mews 2707 Toronto,1,1,Condo Apt Multi-Level,2475,600-699,C10431433
4208 Dundas St W 817 Toronto,1+1,1,Condo Apt Apartment,2475,600-699,W9387102
736 Bay St 1608 Toronto,1,1,Condo Apt Apartment,2475,600-699,C9410160
38 Grand Magazine St 1930 Toronto,1+1,1,Condo Apt Apartment,2475,700-799,C9419088
195 Mccaul St 415 Toronto,1,1,Condo Apt Apartment,2475,500-599,C9375589
75 Canterbury Pl 2711 Toronto,1,1,Condo Apt Apartment,2475,500-599,C10384552
955 Bay St 722 Toronto,1+1,1,Condo Apt Apartment,2480,600-699,C9308949
219 Fort York Blvd E 1111 Toronto,1+1,1,Comm Element Condo Apartment,2480,700-799,C9392421
125 Western Battery Rd 308 Toronto,1,1,Condo Apt Apartment,2480,600-699,C10410665
2220 Lake Shore Blvd W 710 Toronto,1,1,Condo Apt Apartment,2480,500-599,W10416906
15 Lower Jarvis St 2007 Toronto,1,1,Condo Apt Apartment,2480,600-699,C10430274
25 Telegram Mews 1003 Toronto,1+1,1,Condo Apt Apartment,2488,500-599,C9769305
21 Scollard St 404 Toronto,1,1,Condo Apt Apartment,2490,500-599,C10424751
55 Charles St E 3908 Toronto,1,1,Condo Apt Apartment,2490,500-599,C10408482
212 Eglinton Ave E 311 Toronto,1+1,1,Condo Apt Apartment,2490,700-799,C9769578
61 Heintzman St 616 Toronto,1+1,1,Condo Apt Apartment,2490,600-699,W10875048
68 Shuter St 2807 Toronto,1+1,1,Condo Apt Apartment,2490,500-599,C10431478
400 Adelaide St E 1012 Toronto,1,1,Condo Apt Apartment,2490,600-699,C10412873
125 Redpath Ave 715 Toronto,1+1,1,Condo Apt Apartment,2490,600-699,C10466816
276 St George St 206 Toronto,1,1,Condo Apt Apartment,2495,500-599,C10874859
10 Capreol Crt 343 Toronto,1+1,1,Condo Apt Apartment,2495,600-699,C10929155
33 Helendale Ave 2205 Toronto,1+1,1,Condo Apt Apartment,2495,500-599,C10403237
26 Olive St 206 Toronto,1+1,1,Condo Apt Apartment,2495,600-699,C9364348
20 Shore Breeze Dr W 3502 Toronto,1+1,1,Condo Apt Apartment,2495,500-599,W10440596
10 Yonge St 2410 Toronto,1+1,1,Condo Apt Apartment,2495,600-699,C9507991
115 Larchmount Ave 503 Toronto,1,1,Condo Apt Apartment,2495,500-599,E10421849
2525 Bathurst St 1111 Toronto,1,1,Condo Apt Apartment,2495,500-599,C10404929
2300 St. Clair Ave W 409 Toronto,1+1,1,Condo Apt Apartment,2495,500-599,W9397767
458 Richmond St W 802 Toronto,1,1,Condo Apt Apartment,2495,500-599,C10405298
18 Maitland Terr S 1408 Toronto,1+1,1,Condo Apt Apartment,2499,500-599,C9385128
2300 St Clair Ave W 316 Toronto,1+1,2,Condo Apt Apartment,2499,700-799,W9308164
1414 Bayview Ave 504 Toronto,1,1,Condo Apt Apartment,2499,500-599,C9538135
15 Grenville St 405 Toronto,1,1,Condo Apt Apartment,2499,500-599,C9283094
100 Western Battery Rd 1005 Toronto,1+1,1,Condo Apt Apartment,2499,700-799,C9387371
8 York St 2408 Toronto,1,1,Condo Apt Apartment,2499,500-599,C10427175
1 De Boers Dr 807 Toronto,1+1,1,Condo Apt Apartment,2499,600-699,W9505973
130 River St 202 Toronto,1+1,1,Condo Apt Apartment,2499,600-699,C9306456
4208 Dundas St 815 Toronto,1+1,1,Condo Apt Apartment,2499,600-699,W10414147
15 Brookbanks Dr 1808 Toronto,1,1,Other Apartment,2499,900-999,C10441471
38 Iannuzzi St 2509 Toronto,1,1,Condo Apt Apartment,2499,0-499,C9266769
120 Harrison Garden Blvd 710 Toronto,1+1,1,Condo Apt Apartment,2499,600-699,C10884983
181 Dundas St E PH15 Toronto,1+1,1,Comm Element Condo Apartment,2499,500-599,C9383291
39 Roehampton Ave 701 Toronto,1+1,2,Condo Apt Apartment,2499,600-699,C10418487
50 O'neill Rd 408 Toronto,1+1,1,Condo Apt Apartment,2499,600-699,C10874793
42 CHARLES St 4504 Toronto,1,1,Condo Apt Apartment,2499,500-599,C10420251
88 Corporate Dr 2805 Toronto,1+1,1,Condo Apt Apartment,2499,700-799,E10037432
89 Mcgill St 2810 Toronto,1,1,Condo Apt Apartment,2500,0-499,C9769684
55 Charles St E 2012 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9770485
25 Lower Simcoe St 1205 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10426810
36 BLUE JAYS Way 609 Toronto,1+0,1,Condo Apt Other,2500,600-699,C10403923
101 Peter St 410 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10414023
30 Herons Hill Way 901 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9510474
5500 Yonge St 1201 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10413679
6 Jackes Ave 407 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10419518
225 Village Green Sq 2504 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,E10421711
99 The Donway W 902 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10420848
18 Lee Centre Dr 1013 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E9509697
761 Bay St 2614 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10420341
30 Shore Breeze Dr 3121 Toronto,1,1,Condo Apt Apartment,2500,500-599,W10412650
5168 Yonge St N 608 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10926730
30 Samuel Wood Way 804 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W10410163
28 Freeland St 1710 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9508626
863 St Clair Ave W 606 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10432505
195 McCaul St 704 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9509114
138 Downes St 912 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9418682
83 Redpath Ave 1703 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9373204
161 Roehampton Ave 714 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9394970
195 McCaul St 620 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9394396
20 edward St 2814 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10423294
88 Blue Jays Way 1012 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9384421
297 College St Ph3 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9374563
15 Holmes Ave 2810 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9347687
1 The Esplanade 2503 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10421848
231 Fort York Blvd 1123 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10431865
60 Colborne Ave 513 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10409128
28 Ted Rogers Way 1512 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10432447
284 St. Helens Ave 211 Toronto,1,1,Condo Apt Loft,2500,500-599,C9375056
5168 Yonge St 3508 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427690
39 Pemberton Ave 716 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10421442
15 Singer Crt 805 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10419770
7 Carlton St 401 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9380083
20 Bloorview Pl 713 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10431447
576 Front St W 727 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10423900
12 Bonnycastle St 613 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9372667
980 Yonge St 614 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10432086
1030 King St W 1223 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10882700
55 Ontario St 402 Toronto,1,1,Condo Apt Loft,2500,500-599,C10432200
125 Village Green Sq 2506 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E9768714
1350 Ellesmere Rd 320 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,E9381105
12 York St 1406 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10409839
55 Ann O'Reilly Rd 4201 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9378863
150 East Liberty St 2509 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10420671
65 Bremner Blvd 4204 Toronto,1,1,Condo Apt Apartment,2500,0-499,C10423920
44 St Joseph St 705 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10423829
161 Roehampton Ave 1910 Toronto,1+1,1,Comm Element Condo Apartment,2500,600-699,C9394960
197 Yonge St 3103 Toronto,1,1,Condo Apt Multi-Level,2500,500-599,C9297442
100 Western Battery Rd 1108 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10416309
16 Brookers Lane 812 Toronto,1,1,Condo Apt Apartment,2500,500-599,W9378827
121 Lower Sherbourne St 654 SW Toronto,1+1,2,Condo Apt Apartment,2500,500-599,C9512790
121 Lower Sherbourne St 745 SW Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10432884
36 Zorra St 614 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W9344133
10 York St 4009 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10424789
8 York St 2011 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10455390
195 McCaul St 411 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9368369
11 Wellesley St W 4609 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9393617
181 Dundas St E 3615 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10885189
8 York St 3308 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9419804
832 Bay St 208 Toronto,1,1,Condo Apt Apartment,2500,700-799,C8491696
185 Roehampton Ave 1212 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10431344
15 Grenville St 2205 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10414236
30 Meadowglen Pl 501 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,E9347427
33 Helendale Ave 1713 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10413073
111 Elizabeth St 1616 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9769374
88 Harbour St 3905 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10431849
89 Dunfield Ave 1206 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10432497
300 Front St W 2602 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10415306
55 Mercer St 5110 Toronto,1,1,Condo Apt Apartment,2500,0-499,C9505831
33 Singer Crt 308 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10429467
75 Canterbury Pl 2106 Toronto,1,1,Condo Apt Apartment,2500,0-499,C9296139
138 Downes St 2309 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9816227
230 Queens Quay W 620 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9351535
887 Bay St 1503 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10423356
832 Bay St 4507 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9380319
30 Meadowglen Pl 2501 Toronto,1+1,2,Condo Apt Apartment,2500,700-799,E10419319
33 Bay St E 2305 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9054342
23 Sheppard Ave E 1607 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10416872
955 Bay St 2303 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10707856
327 King St W 3006 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9371743
20 Lombard St 3615 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9379095
36 zorra St 531 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W10429842
225 Sumach St 606W Toronto,1,1,Condo Apt Apartment,2500,500-599,C10421496
3 Gloucester St 3006 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9371650
55 Charles St E 1612 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9514888
39 Roehampton Ave 1501 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9390845
121 St Patrick St 1725 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9379407
103 The Queensway Ave 2116 Toronto,1,1,Condo Apt Apartment,2500,600-699,W9415586
39 Queens Quay E 729 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10426673
80 Marine Parade Dr 426 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W10432320
50 Ordnance St 1405 Toronto,1,1,Comm Element Condo Apartment,2500,500-599,C10707784
2221 Yonge St 4010 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10430289
55 Charles St E 3310 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9304398
138 Downes St 6811 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10422175
501 Yonge St 2811 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10427802
51 Lower Simcoe St S 1811 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9283682
863 St. Clair Ave W 404 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427367
80 QUEENS WHARF Rd E 1509 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9386595
85 McMahon Dr 705 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10433489
70 Distillery Lane 2408 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10874983
231 Fort York Blvd S 1901 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10416503
56 Annie Craig Dr 1606 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W10409399
503 Beecroft Rd Lph08 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10408313
18 Rean Dr Ph703 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9375824
17 Barberry Pl 1707 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10430371
425 Front St E 609 Toronto,1+1,2,Condo Apt Apartment,2500,500-599,C10418621
1 Lee Centre Dr 1215 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10441149
585 Bloor St E 2121 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10429325
863 St. Clair Ave W 413 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427370
15 Grenville St 4102 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9257618
426 University Ave P209 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9768891
99 John St 306 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9384649
585 Bloor St E 3219 Toronto,1+1,1,Condo Apt Apartment,2500,0-499,C9349803
25 The Esplanade 811 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10428889
75 St Nicholas St 1205 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10417085
501 Yonge St 4803 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10432778
68 Shuter St 2208 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9362499
38 FOREST MANOR Rd 211 Toronto,1+1,1,Condo Apt Apartment,2500,1000-1199,C9381675
955 Bay St 1513 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9378897
388 Bloor St E 1502 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10429469
85 Mcmahon Dr 505 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9524454
2221 Yonge St 2110 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10408212
19 Singer Crt 217 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9418977
155 Beecroft Rd 2902 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9367931
38 Niagara St 511 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10441655
10 York St 1513 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9419636
125 Western Battery Rd 811 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10426744
55 Charles St E 1012 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10425633
210 Victoria St 4406 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10426853
45 Charles St E 1106 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9461886
3865 Lake Shore Blvd W 910 Toronto,1,2,Condo Apt Apartment,2500,700-799,W10412084
15 Baseball Pl 710 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10413304
783 Bathurst St 407 Toronto,1,1,Comm Element Condo Apartment,2500,500-599,C9506265
250 Manitoba St PH832 Toronto,1,2,Condo Apt Loft,2500,700-799,W10431909
30 Nelson St 412 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9381966
1171 Queen St W 1201 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10441800
78 Harrison Garden Blvd 1005 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9398848
49 East Liberty St 1909 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9752051
5 Soudan Ave W 1516 Toronto,1+1,1,Condo Apt Loft,2500,500-599,C10326217
36 Blue Jays Way 609 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9384018
571 Prince Edward Dr N 210 Toronto,1,1,Comm Element Condo Apartment,2500,600-699,W9506147
68 Grangeway Ave 1107 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10424165
400 Adelaide St E 308 Toronto,1+1,2,Condo Apt Apartment,2500,700-799,C9377991
295 Adelaide St W 4010 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10409877
58 Orchard View Blvd 1101 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9305336
330 Richmond St W 1109 Toronto,1,1,Comm Element Condo Apartment,2500,600-699,C10417096
42 Charles St E 1201 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10406258
31 Bales Ave 1816 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10441993
150 East Liberty St 1105 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10424580
35 Hayden St 1019 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10406977
175 Bamburgh Circ 1006 Toronto,1+1,1,Condo Apt Apartment,2500,800-899,E10441382
19 Grand Trunk Cres 203 Toronto,1+1,1,Condo Apt Apartment,2500,700-799,C9391150
33 Empress Ave #2901 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10440878
10 Park Lawn Rd 605 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W10426095
55 Charles St E 1112 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10422987
50 Charles St E 2203 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10414253
30 HERONS HILL Way 2501 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9510810
20 Shore Breeze Dr 2806 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W10267688
28 Freeland St S 1110 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10407524
18 Kenaston Gdns Ph08 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10424677
70 Temperance St 5308 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10428629
110 Charles St E 1701 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10428553
11 St Joseph St 1402 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10405213
100 Hayden St 1510 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10432068
55 Bremner Blvd 2708 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9364357
159 Dundas St E 2706 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9392311
30 Roehampton Ave 1704 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10405437
108 Peter St 1621 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10413894
426 University Ave P309 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9795295
39 Roehampton Ave 710 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9397170
55 Mercer St LPH08 Toronto,1,1,Condo Apt Apartment,2500,0-499,C10744160
18 Yonge St 3908 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10424412
60 Colborne St 419 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10432164
195 McCaul St 412 Toronto,1+1,1,Condo Apt Loft,2500,500-599,C9358624
85 East Liberty St 325 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10429370
108 Peter St S 710 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9514000
125 Village Green Sq 2202 Toronto,1+1,1,Condo Apt Apartment,2500,700-799,E10216900
25 Lower Simcoe St 1705 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10744087
1001 Bay St 2002 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9299225
100 Dalhousie St 215 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10429827
120 Harrison Garden Blvd 1405 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9768907
14 York St 3004 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9384273
78 Tecumseth St 231 Toronto,1,1,Comm Element Condo Apartment,2500,500-599,C10430053
