address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style
1001 Bay St 2607 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9410207,500,599,549.5,Condo Apartment,Apartment
35 Hayden St 1502 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10414875,500,599,549.5,Condo Apartment,Apartment
88 Alton Towers Circ 1110 Toronto,1+1,1,Condo Apt Apartment,2450,700-799,E9512744,700,799,749.5,Condo Apartment,Apartment
30 Gibbs Rd 2504 Toronto,1,1,Condo Apt Apartment,2450,0-499,W10421510,0,499,249.5,Condo Apartment,Apartment
390 Cherry St 302 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9769179,500,599,549.5,Condo Apartment,Apartment
21 Lawren Harris Sq 811 Toronto,1,1,Condo Apt Apartment,2450,600-699,C10421417,600,699,649.5,Condo Apartment,Apartment
181 Dundas St 2709 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10421745,500,599,549.5,Condo Apartment,Apartment
88 Blue Jays Way 1215 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9360007,600,699,649.5,Condo Apartment,Apartment
665 Queen St E 221 Toronto,1,1,Condo Apt Apartment,2450,600-699,E10420073,600,699,649.5,Condo Apartment,Apartment
185 Roehampton Ave 1612 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10411143,600,699,649.5,Condo Apartment,Apartment
1195 The Queensway Ave 306 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,W10427270,500,599,549.5,Condo Apartment,Apartment
125 Redpath Ave 1907 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9375833,600,699,649.5,Condo Apartment,Apartment
88 Harbour St 5901 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9419993,500,599,549.5,Condo Apartment,Apartment
268 Ridley Blvd 717 Toronto,1+1,1,Condo Apt Apartment,2450,700-799,C10431996,700,799,749.5,Condo Apartment,Apartment
15 Holmes Ave 1706 Toronto,1,1,Condo Apt Apartment,2450,0-499,C10426171,0,499,249.5,Condo Apartment,Apartment
15 Bruyeres Mews 405 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9370536,600,699,649.5,Condo Apartment,Apartment
17 Kenaston Gdns 702 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10414987,500,599,549.5,Condo Apartment,Apartment
4978 Yonge St 1707 Toronto,1,1,Co-Op Apt Bachelor/Studio,2450,500-599,C10434197,500,599,549.5,Co-Op Apartment,Bachelor/Studio
4968 Yonge St 612 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10408250,500,599,549.5,Condo Apartment,Apartment
20 Tubman Ave 417 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10427493,600,699,649.5,Condo Apartment,Apartment
20 Meadowglen Pl 1005 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,E10429687,600,699,649.5,Condo Apartment,Apartment
21 Carlton St 1804 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10405738,500,599,549.5,Condo Apartment,Apartment
125 Peter St 1813 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10409975,600,699,649.5,Condo Apartment,Apartment
5500 Yonge St 709 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9768686,500,599,549.5,Condo Apartment,Apartment
1055 Bay St 1209 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10429320,600,699,649.5,Condo Apartment,Apartment
5 Defries St 819 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,C9377330,600,699,649.5,Condo Apartment,Apartment
15 Iceboat Terr 2316 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10410486,600,699,649.5,Condo Apartment,Apartment
155 YORKVILLE Ave 2211 Toronto,1,1,Condo Apt Apartment,2450,0-499,C10431953,0,499,249.5,Condo Apartment,Apartment
1350 Kingston Rd 202 Toronto,1,1,Comm Element Condo Apartment,2450,600-699,E10441756,600,699,649.5,Common Element Condo,Apartment
5131 Sheppard Ave E 501 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,E10424366,600,699,649.5,Condo Apartment,Apartment
30 Tretti Way 1005 Toronto,1+1,1,Condo Apt Bachelor/Studio,2450,0-499,C10417696,0,499,249.5,Condo Apartment,Bachelor/Studio
