address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style
33 Isabella St 1710 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9375418,0,499,249.5,Condo Apartment,Apartment
508 WELLINGTON St W 1002 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9387803,0,499,249.5,Condo Apartment,Apartment
1 Scott St 2905 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9388855,0,499,249.5,Condo Apartment,Apartment
33 Isabella St 2507 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10407613,500,599,549.5,Condo Apartment,Apartment
33 Frederick Todd Way 501 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10427099,500,599,549.5,Condo Apartment,Apartment
830 Lawrence Ave W 1703 Toronto,1,1,Condo Apt Other,2250,500-599,W9373601,500,599,549.5,Condo Apartment,Other
1928 Lakeshore Blvd W 2603 Toronto,1,1,Condo Apt Apartment,2250,0-499,W10412486,0,499,249.5,Condo Apartment,Apartment
125 Peter St 2410 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9388510,0,499,249.5,Condo Apartment,Apartment
50 Wellesley St 3901 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10427976,0,499,249.5,Condo Apartment,Apartment
35 Rolling Mills Rd N613 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10405269,500,599,549.5,Condo Apartment,Apartment
55 Cooper St 4516 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10423757,500,599,549.5,Condo Apartment,Apartment
85 Wood St 3915 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10429815,0,499,249.5,Condo Apartment,Apartment
50 Ordnance St 2804 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10405613,500,599,549.5,Condo Apartment,Apartment
8 Eglinton Ave E 5606 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10441355,500,599,549.5,Condo Apartment,Apartment
3 Market St 512 Toronto,1,1,Condo Apt Other,2250,500-599,C9419016,500,599,549.5,Condo Apartment,Other
238 Simcoe St 302 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C9506415,500,599,549.5,Condo Apartment,Apartment
195 McCaul St 609 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C9395337,500,599,549.5,Condo Apartment,Apartment
1 Yorkville Ave 2806 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9395113,0,499,249.5,Condo Apartment,Apartment
215 Queen St W 2015 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10420804,0,499,249.5,Condo Apartment,Apartment
395 Bloor St E 1607 Toronto,1,1,Comm Element Condo Apartment,2250,500-599,C10707826,500,599,549.5,Common Element Condo,Apartment
21 Vaughan Rd 1902 Toronto,1,1,Condo Apt Apartment,2250,600-699,C10423810,600,699,649.5,Condo Apartment,Apartment
25 Telegram Mews 2215 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10284861,500,599,549.5,Condo Apartment,Apartment
2221 Yonge St 1105 Toronto,1+1,1,Condo Apt Apartment,2250,600-699,C9398544,600,699,649.5,Condo Apartment,Apartment
195 MCCAUL St 516 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10408552,500,599,549.5,Condo Apartment,Apartment
100 Dalhousie St 4705 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9270123,0,499,249.5,Condo Apartment,Apartment
60 Shuter St 3009 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9509004,0,499,249.5,Condo Apartment,Apartment
650 King St W 402 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9354188,0,499,249.5,Condo Apartment,Apartment
50 Lombard St 1404 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9415890,500,599,549.5,Condo Apartment,Apartment
82 Dalhousie St 3615 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9356723,0,499,249.5,Condo Apartment,Apartment
775 King St W 208 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9296149,500,599,549.5,Condo Apartment,Apartment
1420 Dupont St 508 Toronto,1+1,2,Condo Apt Apartment,2250,600-699,W9571890,600,699,649.5,Condo Apartment,Apartment
377 Ridelle Ave 1716 Toronto,1,1,Condo Apt Apartment,2254,700-799,W9245266,700,799,749.5,Condo Apartment,Apartment
2035 Sheppard Ave E 104 Toronto,1,1,Condo Apt Apartment,2260,500-599,C10421936,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 905 Toronto,1,1,Condo Apt Apartment,2265,0-499,C9387348,0,499,249.5,Condo Apartment,Apartment
50 Ordnance St 604 Toronto,1,1,Condo Apt Apartment,2270,500-599,C9377298,500,599,549.5,Condo Apartment,Apartment
871 Sheppard Ave W 22 Toronto,1,1,Condo Apt 2-Storey,2275,600-699,C9415999,600,699,649.5,Condo Apartment,2-Storey
2 Rean Dr 1114 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10227804,500,599,549.5,Condo Apartment,Apartment
500 Queens Quay W 309E Toronto,1,1,Condo Apt Apartment,2275,600-699,C10429816,600,699,649.5,Condo Apartment,Apartment
55 Ontario St 1306 Toronto,1,1,Condo Apt Apartment,2275,0-499,C9395999,0,499,249.5,Condo Apartment,Apartment
1888 Queen St E 305 Toronto,1,1,Condo Apt Apartment,2275,600-699,E9397948,600,699,649.5,Condo Apartment,Apartment
181 Dundas St E 5115 Toronto,1+1,1,Condo Apt Apartment,2275,500-599,C10441455,500,599,549.5,Condo Apartment,Apartment
181 Dundas St E 3707 Toronto,1,1,Condo Apt Apartment,2275,0-499,C9391946,0,499,249.5,Condo Apartment,Apartment
475 Queen St W 201 Toronto,1,1,Condo Apt Apartment,2275,700-799,C10418077,700,799,749.5,Condo Apartment,Apartment
4978 Yonge St 306 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10433393,500,599,549.5,Condo Apartment,Apartment
55 Mercer St 2308 Toronto,1,1,Condo Apt Apartment,2275,0-499,C9390326,0,499,249.5,Condo Apartment,Apartment
812 Lansdowne Ave 711 Toronto,1,1,Condo Apt Apartment,2275,500-599,W10427699,500,599,549.5,Condo Apartment,Apartment
197 Yonge St 2004 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10409201,500,599,549.5,Condo Apartment,Apartment
1420 Dupont St 815 Toronto,1+1,1,Comm Element Condo Apartment,2275,600-699,W9396028,600,699,649.5,Common Element Condo,Apartment
161 Roehampton Ave 2005 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10432834,500,599,549.5,Condo Apartment,Apartment
7 King St E 1107 Toronto,1,1,Condo Apt Apartment,2275,700-799,C10428820,700,799,749.5,Condo Apartment,Apartment
395 Bloor St E 4006 Toronto,1,1,Condo Apt Apartment,2280,500-599,C10441844,500,599,549.5,Condo Apartment,Apartment
2031 Kennedy Rd 1126 Toronto,1+1,1,Condo Apt Apartment,2280,500-599,E9461777,500,599,549.5,Condo Apartment,Apartment
275 Yorkland Rd 2412 Toronto,1,1,Condo Apt Apartment,2280,500-599,C10417074,500,599,549.5,Condo Apartment,Apartment
28 Widmer St 3921 Toronto,1,1,Condo Apt Apartment,2280,500-599,C9360003,500,599,549.5,Condo Apartment,Apartment
127 Broadway Ave N 213 Toronto,1,1,Condo Apt Apartment,2280,0-499,C10430490,0,499,249.5,Condo Apartment,Apartment
181 Village Green Sq 1812 Toronto,1+1,1,Condo Apt Apartment,2280,600-699,E9394407,600,699,649.5,Condo Apartment,Apartment
36 Lisgar St 2201E Toronto,1,1,Condo Apt Apartment,2290,0-499,C10405293,0,499,249.5,Condo Apartment,Apartment
69 Lynn Williams St 1410 Toronto,1,1,Condo Apt Apartment,2290,0-499,C10429152,0,499,249.5,Condo Apartment,Apartment
1815 Yonge St 1907 Toronto,1,1,Condo Apt Apartment,2290,500-599,C9395302,500,599,549.5,Condo Apartment,Apartment
20 Thomas Riley Rd 1903 Toronto,1+1,1,Condo Apt Apartment,2290,500-599,W9769987,500,599,549.5,Condo Apartment,Apartment
2221 Yonge St 2104 Toronto,1,1,Condo Apt Apartment,2290,500-599,C10404830,500,599,549.5,Condo Apartment,Apartment
215 Queen St W 1302 Toronto,1+1,1,Condo Apt Apartment,2290,0-499,C10427722,0,499,249.5,Condo Apartment,Apartment
33 Singer Crt 1006 Toronto,1,1,Condo Apt Apartment,2290,0-499,C10405228,0,499,249.5,Condo Apartment,Apartment
15 Lower Jarvis St 2001 Toronto,1,1,Condo Apt Apartment,2290,0-499,C10422675,0,499,249.5,Condo Apartment,Apartment
470 Front St W 1010 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10405840,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 203 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512428,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 506 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9510657,500,599,549.5,Condo Apartment,Apartment
28 Ted Rogers Way 1508 Toronto,1+1,1,Condo Apt Apartment,2295,600-699,C10424180,600,699,649.5,Condo Apartment,Apartment
2525 Bathurst St 307 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512503,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 305 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512492,500,599,549.5,Condo Apartment,Apartment
55 Isabella St 708 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9374828,600,699,649.5,Condo Apartment,Apartment
1603 Eglinton Ave W 406 Toronto,1+1,1,Condo Apt Apartment,2295,700-799,C9396191,700,799,749.5,Condo Apartment,Apartment
490 Eglinton St E 506 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9513015,600,699,649.5,Condo Apartment,Apartment
170 Fort York Blvd 906 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10707830,500,599,549.5,Condo Apartment,Apartment
6200 Bathurst St 212 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9513042,600,699,649.5,Condo Apartment,Apartment
490 Eglinton St E 404 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9388386,600,699,649.5,Condo Apartment,Apartment
2525 Bathurst St 608 Toronto,1,1,Condo Apt Apartment,2295,500-599,C8459512,500,599,549.5,Condo Apartment,Apartment
10 York St 1412 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10427716,500,599,549.5,Condo Apartment,Apartment
185 Roehampton Ave 507 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10421221,500,599,549.5,Condo Apartment,Apartment
70 Distillery Lane 805 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9383256,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 402 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9386046,500,599,549.5,Condo Apartment,Apartment
15 Lower Jarvis St 3004 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10433151,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 408 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9048739,500,599,549.5,Condo Apartment,Apartment
55 Isabella St 903 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9268781,500,599,549.5,Condo Apartment,Apartment
35 Brian Peck Cres 1411 Toronto,1+1,1,Condo Apt Apartment,2295,600-699,C10441825,600,699,649.5,Condo Apartment,Apartment
2525 Bathurst St 308 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10404930,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 409 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512558,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 609 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512572,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 309 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9387377,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 410 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9510658,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 205 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512462,500,599,549.5,Condo Apartment,Apartment
60 Berwick Ave 501 Toronto,1,1,Condo Apt Apartment,2297,500-599,C9387844,500,599,549.5,Condo Apartment,Apartment
105 ISABELLA St 1003 Toronto,1+0,1,Condo Apt Other,2297,600-699,C9767527,600,699,649.5,Condo Apartment,Other
325 Yorkland Blvd 1905 Toronto,1,1,Condo Apt Apartment,2297,500-599,C9768902,500,599,549.5,Condo Apartment,Apartment
10 Gibbs Rd 903 Toronto,1,1,Condo Apt Apartment,2299,500-599,W10416520,500,599,549.5,Condo Apartment,Apartment
20 Bruyeres Mews 1602 Toronto,1,1,Condo Apt Apartment,2299,500-599,C9050768,500,599,549.5,Condo Apartment,Apartment
840 Queens Plate Dr 312 Toronto,1+1,2,Condo Apt Apartment,2299,600-699,W9382612,600,699,649.5,Condo Apartment,Apartment
321 KING St W 2705 Toronto,1,1,Condo Apt Apartment,2299,500-599,C10426893,500,599,549.5,Condo Apartment,Apartment
2 Ridelle Ave 105 Toronto,1,1,Condo Apt Multi-Level,2299,600-699,C9393690,600,699,649.5,Condo Apartment,Multi-Level
7 Concorde Pl 1409 Toronto,1+1,1,Condo Apt Apartment,2299,600-699,C9419220,600,699,649.5,Condo Apartment,Apartment
88 Harbour St 4602 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10423893,0,499,249.5,Condo Apartment,Apartment
83 Borough Dr 1204 Toronto,1,1,Condo Apt Apartment,2300,600-699,E10427925,600,699,649.5,Condo Apartment,Apartment
16 Bonnycastle St 1507 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10402723,500,599,549.5,Condo Apartment,Apartment
56 Forest Manor Rd 2808 Toronto,1+1,1,Condo Apt Apartment,2300,0-499,C10431115,0,499,249.5,Condo Apartment,Apartment
650 King St W 404 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9382813,0,499,249.5,Condo Apartment,Apartment
290 Adelaide St W 1102 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9365966,0,499,249.5,Condo Apartment,Apartment
575 Bloor St E 601 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10421474,500,599,549.5,Condo Apartment,Apartment
435 Richmond St W 812 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9508079,500,599,549.5,Condo Apartment,Apartment
50 Ordnance St 3206 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9394640,0,499,249.5,Condo Apartment,Apartment
34 Carscadden Dr 611 Toronto,1,1,Other Apartment,2300,700-799,C9419421,700,799,749.5,Other,Apartment
33 Frederick Todd Way 201 Toronto,1+1,1,Condo Apt Apartment,2300,600-699,C10415964,600,699,649.5,Condo Apartment,Apartment
10 Graphophone Grve 904 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,W10408019,500,599,549.5,Condo Apartment,Apartment
650 Queens Quay W 305 Toronto,1,1,Condo Apt Apartment,2300,600-699,C9513412,600,699,649.5,Condo Apartment,Apartment
5 St Joseph St 1904 Toronto,1,1,Condo Apt Apartment,2300,600-699,C10430609,600,699,649.5,Condo Apartment,Apartment
83 Borough Dr 801 Toronto,1,1,Condo Apt Apartment,2300,600-699,E10288485,600,699,649.5,Condo Apartment,Apartment
3 Pemberton Ave 905 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10416302,500,599,549.5,Condo Apartment,Apartment
219 Dundas St E 1506 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,C9378001,500,599,549.5,Condo Apartment,Apartment
210 Simcoe St 502 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9374307,500,599,549.5,Condo Apartment,Apartment
60 Berwick Ave 606 Toronto,1,1,Comm Element Condo Apartment,2300,0-499,C9512860,0,499,249.5,Common Element Condo,Apartment
120 Parliament St 1104 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,C9378989,500,599,549.5,Condo Apartment,Apartment
770 Bay St 1508 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9771211,500,599,549.5,Condo Apartment,Apartment
209 Fort York Blvd 767 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10418044,0,499,249.5,Condo Apartment,Apartment
2373 Bloor St W 16 Toronto,1,1,Condo Apt Apartment,2300,0-499,W8075050,0,499,249.5,Condo Apartment,Apartment
8 York St 2904 Toronto,1,1,Comm Element Condo Apartment,2300,500-599,C10441468,500,599,549.5,Common Element Condo,Apartment
130 River St 2605 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10845342,500,599,549.5,Condo Apartment,Apartment
88 Cumberland St 1607 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9383746,0,499,249.5,Condo Apartment,Apartment
19 Singer Crt 511 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9397282,500,599,549.5,Condo Apartment,Apartment
1100 Sheppard Ave W 1128 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,W9391070,500,599,549.5,Condo Apartment,Apartment
88 Sheppard Ave E 403 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9392329,500,599,549.5,Condo Apartment,Apartment
55 Charles St E 2511 Toronto,1+0,1,Condo Apt Apartment,2300,0-499,C10744094,0,499,249.5,Condo Apartment,Apartment
5 St Joseph St 1404 Toronto,1,1,Condo Apt Apartment,2300,600-699,C9268229,600,699,649.5,Condo Apartment,Apartment
275 Yorkland Rd 309 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10415586,500,599,549.5,Condo Apartment,Apartment
25 Richmond St E 3114 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10403242,0,499,249.5,Condo Apartment,Apartment
100 Harbour St 2207 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10424516,0,499,249.5,Condo Apartment,Apartment
36 Forest Manor Rd 317 Toronto,1,1,Condo Apt Apartment,2300,600-699,C10228061,600,699,649.5,Condo Apartment,Apartment
18 Maitland Terr 1610 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,C10440792,500,599,549.5,Condo Apartment,Apartment
270 Dufferin St 201 Toronto,1,1,Comm Element Condo Apartment,2300,0-499,W10441767,0,499,249.5,Common Element Condo,Apartment
210 Victoria St 3512 Toronto,1,1,Condo Apt Apartment,2300,600-699,C10421095,600,699,649.5,Condo Apartment,Apartment
10 Graphophone Grve 2304 Toronto,1+1,4,Condo Apt 2-Storey,2300,500-599,W9513471,500,599,549.5,Condo Apartment,2-Storey
138 Downes St 2015 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10405299,500,599,549.5,Condo Apartment,Apartment
85 Wood St 4115 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10406966,0,499,249.5,Condo Apartment,Apartment
200 Victoria St 1010 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10354802,500,599,549.5,Condo Apartment,Apartment
3091 Dufferin St 514 Toronto,1,1,Condo Apt Apartment,2300,500-599,W10420601,500,599,549.5,Condo Apartment,Apartment
1171 Queen St W 1403 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10414702,500,599,549.5,Condo Apartment,Apartment
585 Bloor St E 621 Toronto,1+1,2,Condo Apt Apartment,2300,600-699,C9378867,600,699,649.5,Condo Apartment,Apartment
10 Graphophone Grve 802 Toronto,1,1,Condo Apt Apartment,2300,500-599,W9269443,500,599,549.5,Condo Apartment,Apartment
955 Bay St 622 Toronto,1+1,1,Condo Apt Apartment,2300,600-699,C9372472,600,699,649.5,Condo Apartment,Apartment
35 Bales Ave 609 Toronto,1,1,Condo Apt Apartment,2300,600-699,C10432344,600,699,649.5,Condo Apartment,Apartment
501 Yonge St 1003 Toronto,1+1,1,Condo Apt Apartment,2300,0-499,C10744183,0,499,249.5,Condo Apartment,Apartment
395 Bloor St E 4409 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9417806,0,499,249.5,Condo Apartment,Apartment
460 Adelaide St E 2101 Toronto,1,1,Condo Apt Apartment,2300,600-699,C9284014,600,699,649.5,Condo Apartment,Apartment
10 Meadowglen Pl 307 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,E10432414,500,599,549.5,Condo Apartment,Apartment
167 Church St 812 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9768415,500,599,549.5,Condo Apartment,Apartment
125 Canon Jackson Dr 308 Toronto,1,1,Condo Apt Apartment,2300,500-599,W10421802,500,599,549.5,Condo Apartment,Apartment
1070 Sheppard Ave 418 Toronto,1,1,Condo Apt Apartment,2300,500-599,W10429308,500,599,549.5,Condo Apartment,Apartment
17 Zorra St 2102 Toronto,1,1,Condo Apt Apartment,2300,500-599,W10425033,500,599,549.5,Condo Apartment,Apartment
90 Glen Everest Rd 618 Toronto,1+1,2,Condo Apt Apartment,2300,700-799,E9509035,700,799,749.5,Condo Apartment,Apartment
30 Canterbury Pl 703 Toronto,1+1,1,Condo Apt Apartment,2300,0-499,C10874962,0,499,249.5,Condo Apartment,Apartment
1 Rean Dr 511 Toronto,1,1,Condo Apt Apartment,2300,600-699,C10428875,600,699,649.5,Condo Apartment,Apartment
1285 Dupont St 2505 Toronto,1+1,1,Condo Apt Apartment,2300,600-699,W10430333,600,699,649.5,Condo Apartment,Apartment
25 Baseball Pl 711 Toronto,1,1,Condo Apt Apartment,2300,500-599,E9508837,500,599,549.5,Condo Apartment,Apartment
357 King St W 1604 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10411960,500,599,549.5,Condo Apartment,Apartment
60 Morecambe Gate C111 Toronto,1+1,1,Condo Townhouse Stacked Townhse,2300,600-699,E10255751,600,699,649.5,Condo Townhouse,Stacked Townhse
14 York St 4311 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10421092,500,599,549.5,Condo Apartment,Apartment
2015 Sheppard Ave E 2406 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10426869,500,599,549.5,Condo Apartment,Apartment
320 Richmond St E Ph16 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,C10429409,500,599,549.5,Condo Apartment,Apartment
111 Bathurst St 814 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9833549,500,599,549.5,Condo Apartment,Apartment
17 Bathurst St 4109 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10420363,500,599,549.5,Condo Apartment,Apartment
31 Tippett Rd 1003 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9236544,500,599,549.5,Condo Apartment,Apartment
710 Humberwood Blvd 1610 Toronto,1,1,Condo Apt Apartment,2300,600-699,W9513747,600,699,649.5,Condo Apartment,Apartment
251 Jarvis St 2315 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,C9392743,500,599,549.5,Condo Apartment,Apartment
1 Edgewater Dr 221 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9361856,500,599,549.5,Condo Apartment,Apartment
352 Front St 1113 Toronto,1+1,1,Condo Apt Apartment,2300,600-699,C9752013,600,699,649.5,Condo Apartment,Apartment
197 Yonge St 3514 Toronto,1+1,1,Condo Apt Apartment,2300,600-699,C9343336,600,699,649.5,Condo Apartment,Apartment
330 Richmond St W 2707 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9511284,0,499,249.5,Condo Apartment,Apartment
327 King St W 4301 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10421233,500,599,549.5,Condo Apartment,Apartment
120 Dallimore Circ 417 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10421646,500,599,549.5,Condo Apartment,Apartment
183 William Duncan Rd 6 Toronto,1+1,1,Comm Element Condo Stacked Townhse,2300,700-799,W9461927,700,799,749.5,Common Element Condo,Stacked Townhse
130 River St 708 Toronto,1+1,1,Condo Apt Apartment,2300,600-699,C10414393,600,699,649.5,Condo Apartment,Apartment
386 Yonge St 1119 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10423445,500,599,549.5,Condo Apartment,Apartment
60 George Butchart Dr 120 Toronto,1,1,Condo Apt Apartment,2300,500-599,W10424178,500,599,549.5,Condo Apartment,Apartment
