address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,Lat,Lon
22 East Haven Dr 1011 Toronto,1,1,Condo Apt Apartment,2350,600-699,E10421554,600,699,649.5,Condo Apartment,Apartment,43.704167,-79.2515701
11 Maryport Ave 209 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,W10707693,500,599,549.5,Condo Apartment,Apartment,43.7401676,-79.4858917
275 Village Green Sq N 3320 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,E9388548,500,599,549.5,Condo Apartment,Apartment,43.7777497,-79.283306
87 Peter St 1012 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10424832,500,599,549.5,Condo Apartment,Apartment,43.6468429,-79.3924735
7 Kenaston Gdns G13 Toronto,1+1,1,Condo Apt Apartment,2350,600-699,C9372325,600,699,649.5,Condo Apartment,Apartment,43.7661601,-79.3858635
290 Adelaide St W 3112 Toronto,1,1,Condo Apt Apartment,2350,0-499,C9416106,0,499,249.5,Condo Apartment,Apartment,43.647876,-79.390598
2031 Kennedy Rd 1727 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,E10429154,500,599,549.5,Condo Apartment,Apartment,43.7717499,-79.2829632
4968 Yonge St 1612 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9361923,500,599,549.5,Condo Apartment,Apartment,43.7655815,-79.4121479
5 Defries St 310 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10425672,500,599,549.5,Condo Apartment,Apartment,43.660233,-79.356449
15 Holmes Ave N 605 Toronto,1,1,Condo Apt Apartment,2350,0-499,C10427775,0,499,249.5,Condo Apartment,Apartment,43.77779,-79.4139215
1100 Sheppard Ave W 827 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,W10410473,500,599,549.5,Condo Apartment,Apartment,43.7519258,-79.4668858
10 Meadowglen Pl 204 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,E10416545,500,599,549.5,Condo Apartment,Apartment,43.7744578,-79.2294636
85 Queens Wharf Rd 2310 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9359774,500,599,549.5,Condo Apartment,Apartment,43.6389666,-79.398528
26 Gibbs Rd 432 Toronto,1,1,Condo Apt Apartment,2350,500-599,W9968091,500,599,549.5,Condo Apartment,Apartment,43.6392266,-79.5585243
155 Yorkville Ave 505 Toronto,1,1,Condo Apt Apartment,2350,0-499,C10412997,0,499,249.5,Condo Apartment,Apartment,43.6702523,-79.3943181
55 Cooper St 7706 Toronto,1,1,Condo Apt Apartment,2350,0-499,C10424021,0,499,249.5,Condo Apartment,Apartment,43.6449577,-79.3722259
40 Bay Mills Blvd 501 Toronto,1,1,Condo Apt Apartment,2350,700-799,E10418120,700,799,749.5,Condo Apartment,Apartment,43.7805755,-79.3052736
80 Queens Wharf Rd 708 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10406252,500,599,549.5,Condo Apartment,Apartment,43.6386357,-79.3992025
270 Dufferin St 1101 Toronto,1+1,1,Condo Apt Apartment,2350,600-699,W9768175,600,699,649.5,Condo Apartment,Apartment,43.6385984,-79.4274086
426 University Ave 2907 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10402914,500,599,549.5,Condo Apartment,Apartment,43.6491492,-79.3856132
28 Ted Rogers Way 701 Toronto,1+1,1,Condo Apt Apartment,2350,600-699,C10405145,600,699,649.5,Condo Apartment,Apartment,43.6706267,-79.3805671
210 Victoria St St 2805 Toronto,1,1,Condo Apt Apartment,2350,600-699,C9399777,600,699,649.5,Condo Apartment,Apartment,43.6491448,-79.3766178
108 Peter St 1009 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10405884,500,599,549.5,Condo Apartment,Apartment,43.6476319,-79.3934535
55 Merchants' Wharf 626 Toronto,1,1,Condo Apt Apartment,2350,600-699,C9388308,600,699,649.5,Condo Apartment,Apartment,43.70011,-79.4163
70 Town Centre Crt 608 Toronto,1,1,Condo Apt Apartment,2350,500-599,E10421502,500,599,549.5,Condo Apartment,Apartment,43.773697,-79.2555798
403 Church St 2101 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10440800,500,599,549.5,Condo Apartment,Apartment,54.6701623,-1.6912923
1630 Queen St E 406 Toronto,1,1,Condo Apt Apartment,2350,500-599,E9769087,500,599,549.5,Condo Apartment,Apartment,43.666685,-79.3156793
1410 Dupont St 318 Toronto,1+1,1,Condo Apt Apartment,2350,600-699,W10247953,600,699,649.5,Condo Apartment,Apartment,43.6666229,-79.4476149
250 Lawrence Ave W 611 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9476553,500,599,549.5,Condo Apartment,Apartment,43.7226386,-79.4133376
120 Dallimore Circ 209 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10430227,500,599,549.5,Condo Apartment,Apartment,43.70011,-79.4163
250 Wellington St W 928 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10432476,500,599,549.5,Condo Apartment,Apartment,43.6452451,-79.3903639
15 Zorra St 1810 Toronto,1,1,Condo Apt Apartment,2350,500-599,W9418081,500,599,549.5,Condo Apartment,Apartment,43.6212708,-79.5219614
555 Wilson Hts Blvd 305 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10413906,500,599,549.5,Condo Apartment,Apartment,43.7514795,-79.4561206
18 Mondeo Dr 737 Toronto,1,1,Condo Apt Apartment,2350,600-699,E10404816,600,699,649.5,Condo Apartment,Apartment,43.7648346,-79.2880932
505 Richmond St 731 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10421008,500,599,549.5,Condo Apartment,Apartment,43.647269,-79.39923
403 Church St 3607 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10433221,500,599,549.5,Condo Apartment,Apartment,54.6701623,-1.6912923
5 St Joseph St 706 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9379067,500,599,549.5,Condo Apartment,Apartment,43.665826,-79.3868163
8 Mercer St 2807 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10412124,500,599,549.5,Condo Apartment,Apartment,43.6459848,-79.3897372
15 Baseball Pl 1402 Toronto,1,1,Condo Apt Apartment,2350,0-499,E10430924,0,499,249.5,Condo Apartment,Apartment,43.6575793,-79.3517339
500 Doris Ave 624 Toronto,1,1,Condo Apt Apartment,2350,600-699,C10417502,600,699,649.5,Condo Apartment,Apartment,43.7764046,-79.4142576
115 Mcmahon Dr 2108 Toronto,1,1,Condo Apt Apartment,2350,0-499,C10419925,0,499,249.5,Condo Apartment,Apartment,43.7667917,-79.3715009
8 York St 408 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9514739,500,599,549.5,Condo Apartment,Apartment,43.6405606,-79.3809863
7 Broadway Ave 412 Toronto,1+1,1,Condo Apt Apartment,2350,600-699,C10429749,600,699,649.5,Condo Apartment,Apartment,43.7095397,-79.3985064
75 St Nicholas St 2109 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9457844,500,599,549.5,Condo Apartment,Apartment,43.667731,-79.386616
5793 Yonge St 810 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10442551,500,599,549.5,Condo Apartment,Apartment,43.7844127,-79.4162006
188 Fairview Mall Dr 1102 Toronto,1,1,Condo Apt Apartment,2350,0-499,C10927207,0,499,249.5,Condo Apartment,Apartment,43.779133,-79.3485214
736 Bay St 709 Toronto,1,1,Condo Apt Apartment,2350,600-699,C9258677,600,699,649.5,Condo Apartment,Apartment,-33.0090271,151.5947431
17 Dundonald St 1403 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10419817,500,599,549.5,Condo Apartment,Apartment,43.665864,-79.3834593
7 LORRAINE Dr 709 Toronto,1,1,Condo Apt Apartment,2350,600-699,C10442080,600,699,649.5,Condo Apartment,Apartment,43.7785446,-79.4172211
327 king St 2007 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10410418,500,599,549.5,Condo Apartment,Apartment,43.7042862,-79.5175097
45 Charles St 4505 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10427365,500,599,549.5,Condo Apartment,Apartment,43.6687877,-79.3862688
155 Dalhousie St 1038 Toronto,1,2,Condo Apt Apartment,2350,600-699,C9396888,600,699,649.5,Condo Apartment,Apartment,43.6577192,-79.3765268
195 mccaul St 707 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9461792,500,599,549.5,Condo Apartment,Apartment,43.6553048,-79.3918483
8 Telegram Mews 1208 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9362025,500,599,549.5,Condo Apartment,Apartment,43.640541,-79.394839
19 Western Battery Rd 2005 Toronto,1+0,1,Condo Apt Apartment,2350,0-499,C10427920,0,499,249.5,Condo Apartment,Apartment,43.6396698,-79.4113565
300 Front St W 1001 Toronto,1,1,Condo Apt Apartment,2350,600-699,C9250700,600,699,649.5,Condo Apartment,Apartment,43.6441606,-79.3894075
30 Baseball Pl 512 Toronto,1,1,Condo Apt Apartment,2350,500-599,E10426525,500,599,549.5,Condo Apartment,Apartment,43.6578194,-79.351783
1 Yorkville Ave 1610 Toronto,1,1,Condo Apt Apartment,2350,0-499,C9310676,0,499,249.5,Condo Apartment,Apartment,43.6716052,-79.3876844
70 Temperance St 1409 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10426845,500,599,549.5,Condo Apartment,Apartment,43.6505447,-79.3821098
11 Wellesley St 6001 Toronto,1,1,Condo Apt Apartment,2350,0-499,C10415703,0,499,249.5,Condo Apartment,Apartment,43.6643702,-79.3853179
70 Temperance St 2709 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10427616,500,599,549.5,Condo Apartment,Apartment,43.6505447,-79.3821098
2020 Bathurst St Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10744114,500,599,549.5,Condo Apartment,Apartment,43.7006586,-79.4258416
1 Scott St 2805 Toronto,1,1,Condo Apt Apartment,2350,0-499,C9347461,0,499,249.5,Condo Apartment,Apartment,43.6468371,-79.3751309
2525 Bathurst St 906 Toronto,1,1,Condo Apt Apartment,2365,500-599,C9387403,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
3385 Dundas St W 515 Toronto,1,1,Other Apartment,2365,500-599,W10441472,500,599,549.5,Other,Apartment,43.6653908,-79.4841715
2525 Bathurst St 808 Toronto,1,1,Condo Apt Apartment,2365,500-599,C9512678,500,599,549.5,Condo Apartment,Apartment,43.6400792,-79.4011346
2525 Bathurst St 802 Toronto,1,1,Condo Apt Apartment,2365,500-599,C9387393,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
21 Carlton St 3404 Toronto,1+1,1,Condo Apt Apartment,2370,500-599,C10433662,500,599,549.5,Condo Apartment,Apartment,43.6611031,-79.3820727
108 Peter St 610 Toronto,1+1,1,Condo Apt Apartment,2375,500-599,C10431161,500,599,549.5,Condo Apartment,Apartment,43.6476319,-79.3934535
19 Grand Trunk Cres 1007 Toronto,1+1,1,Condo Apt Apartment,2375,500-599,C10428507,500,599,549.5,Condo Apartment,Apartment,43.6416809,-79.3830414
295 Adelaide St W 407 Toronto,1,1,Condo Apt Apartment,2375,600-699,C9769245,600,699,649.5,Condo Apartment,Apartment,43.6504076,-79.3785287
352 Front St W 1412 Toronto,1+1,1,Condo Apt Apartment,2375,600-699,C10441725,600,699,649.5,Condo Apartment,Apartment,43.6435691,-79.3921855
88 Scott St 1908 Toronto,1,1,Condo Apt Apartment,2375,500-599,C10409083,500,599,549.5,Condo Apartment,Apartment,43.6483983,-79.3765109
17 Zorra St S 1805 Toronto,1,1,Condo Apt Apartment,2375,500-599,W10410673,500,599,549.5,Condo Apartment,Apartment,-33.8833,151.1
125 Peter St 510 Toronto,1,1,Condo Apt Apartment,2375,600-699,C10407019,600,699,649.5,Condo Apartment,Apartment,43.6488302,-79.3934471
60 Berwick Ave 301 Toronto,1,1,Condo Apt Apartment,2375,0-499,C9371143,0,499,249.5,Condo Apartment,Apartment,43.704213,-79.3997185
115 Blue Jays Way 1207 Toronto,1+1,1,Condo Apt Apartment,2375,500-599,C9386279,500,599,549.5,Condo Apartment,Apartment,43.6455075,-79.3919735
380 Macpherson Ave 328 Toronto,1,1,Condo Apt Loft,2375,600-699,C10424233,600,699,649.5,Condo Apartment,Loft,43.676238,-79.4061754
50 Town Centre Crt 403 Toronto,1+1,1,Condo Apt Apartment,2375,600-699,E9388605,600,699,649.5,Condo Apartment,Apartment,43.7732555,-79.2552683
161 Roehampton Ave 2602 Toronto,1,1,Condo Apt Apartment,2375,600-699,C10420655,600,699,649.5,Condo Apartment,Apartment,43.7088207,-79.3940449
88 HARBOUR St N 6902 Toronto,1,1,Condo Apt Apartment,2375,0-499,C9823924,0,499,249.5,Condo Apartment,Apartment,43.6419052,-79.3780616
1055 Bay St 1904 Toronto,1,1,Condo Apt Apartment,2380,500-599,C10433264,500,599,549.5,Condo Apartment,Apartment,-33.0090271,151.5947431
151 Dan Leckie Way 717 Toronto,1+1,1,Condo Apt Apartment,2380,600-699,C10707945,600,699,649.5,Condo Apartment,Apartment,43.639821,-79.3977744
50 Ann O'Reilly Rd 431 Toronto,1,1,Condo Apt Apartment,2380,0-499,C10428111,0,499,249.5,Condo Apartment,Apartment,43.7740543,-79.3297294
38 Joe Shuster Way 302 Toronto,1+1,2,Condo Apt Apartment,2380,600-699,C10433778,600,699,649.5,Condo Apartment,Apartment,43.6404401,-79.4245716
1285 Dupont St 2708 Toronto,1+1,1,Condo Apt Apartment,2380,600-699,W10432179,600,699,649.5,Condo Apartment,Apartment,43.6758488,-79.4023796
60 Shuter St 703 Toronto,1+1,1,Comm Element Condo Apartment,2380,500-599,C10415935,500,599,549.5,Common Element Condo,Apartment,43.6563463,-79.368008
575 Bloor St E 2805 Toronto,1+1,1,Condo Apt Apartment,2380,500-599,C10875003,500,599,549.5,Condo Apartment,Apartment,43.6719626,-79.3708425
19 Bathurst St 3115 Toronto,1,1,Condo Apt Apartment,2380,500-599,C10432612,500,599,549.5,Condo Apartment,Apartment,43.6375253,-79.3997172
2212 Lake Shore Blvd W 3205 Toronto,1,1,Condo Apt Apartment,2380,500-599,W9364281,500,599,549.5,Condo Apartment,Apartment,43.6225849,-79.4825202
30 Roehampton Ave 3107 Toronto,1,1,Condo Apt Apartment,2380,500-599,C10412068,500,599,549.5,Condo Apartment,Apartment,43.708105,-79.398479
159 Wellesley St E 907 Toronto,1+1,1,Condo Apt Apartment,2380,500-599,C10422265,500,599,549.5,Condo Apartment,Apartment,43.6668404,-79.3748347
185 Roehampton Ave 2605 Toronto,1,1,Condo Apt Apartment,2380,500-599,C10416140,500,599,549.5,Condo Apartment,Apartment,43.7089756,-79.3929623
55 Charles St E 3009 Toronto,1,1,Condo Apt Apartment,2380,500-599,C9349526,500,599,549.5,Condo Apartment,Apartment,43.6690628,-79.3836494
60 Brian Harrison Way 2101 Toronto,1+1,2,Condo Apt Apartment,2380,600-699,E10707854,600,699,649.5,Condo Apartment,Apartment,43.773859,-79.2574876
27 Bathurst St E 1518 Toronto,1+1,1,Condo Apt Apartment,2380,500-599,C10854828,500,599,549.5,Condo Apartment,Apartment,43.7194583,-79.4292835
100 Hayden St 703 Toronto,1+1,1,Condo Apt Apartment,2385,600-699,C10425320,600,699,649.5,Condo Apartment,Apartment,43.6694121,-79.3862815
20 Minowan Miikan Lane 1113 Toronto,1,1,Condo Apt Apartment,2385,500-599,C10430166,500,599,549.5,Condo Apartment,Apartment,43.6431587,-79.4282511
560 Front St 1006 Toronto,1,1,Condo Apt Apartment,2390,500-599,C10426940,500,599,549.5,Condo Apartment,Apartment,43.6416257,-79.4003092
1410 Dupont St 1403 Toronto,1+1,1,Condo Apt Apartment,2390,500-599,W10409402,500,599,549.5,Condo Apartment,Apartment,43.6666229,-79.4476149
400 Adelaide St E 2314 Toronto,1,1,Condo Apt Apartment,2390,500-599,C10405915,500,599,549.5,Condo Apartment,Apartment,54.660979,-1.6760831
633 Bay St 812 Toronto,1+1,1,Condo Apt Apartment,2390,600-699,C9416611,600,699,649.5,Condo Apartment,Apartment,-33.0090271,151.5947431
70 Temperance St 907 Toronto,1+1,1,Condo Apt Apartment,2390,500-599,C10477085,500,599,549.5,Condo Apartment,Apartment,43.6505447,-79.3821098
15 Queens Quay E 421 Toronto,1+1,1,Condo Apt Apartment,2390,600-699,C10441994,600,699,649.5,Condo Apartment,Apartment,43.6419058,-79.3738838
23 Sheppard Ave E 1602 Toronto,1,1,Condo Apt Apartment,2395,600-699,C10430684,600,699,649.5,Condo Apartment,Apartment,43.7614227,-79.4106609
105 Victoria St 908 Toronto,1,1,Condo Apt Apartment,2395,600-699,C10413217,600,699,649.5,Condo Apartment,Apartment,43.652101,-79.377723
33 Frederick Todd Way 813 Toronto,1+1,2,Condo Apt Apartment,2395,700-799,C9343727,700,799,749.5,Condo Apartment,Apartment,43.70011,-79.4163
485 Huron St 305 Toronto,1,1,Condo Apt Apartment,2395,0-499,C9387693,0,499,249.5,Condo Apartment,Apartment,43.584888,-81.5194285
525 Wilson Ave 561 Toronto,1+1,1,Condo Apt Apartment,2395,600-699,C10417700,600,699,649.5,Condo Apartment,Apartment,43.7346328,-79.4463183
6 Eva Rd 703 Toronto,1,1,Condo Apt Apartment,2395,600-699,W10421191,600,699,649.5,Condo Apartment,Apartment,43.6396401,-79.563571
6 Eva Rd 904 Toronto,1+1,1,Condo Apt Apartment,2395,600-699,W9386267,600,699,649.5,Condo Apartment,Apartment,43.6406013,-79.5623136
2525 Bathurst St 1306 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9387414,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
127 Broadway Ave 315 Toronto,1,1,Condo Apt Apartment,2395,500-599,C10416340,500,599,549.5,Condo Apartment,Apartment,43.7109296,-79.3916966
27 Bathurst St E 421W Toronto,1+1,1,Condo Apt Apartment,2395,500-599,C9372848,500,599,549.5,Condo Apartment,Apartment,43.7553944,-79.4378993
666 Spadina Ave 2406 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9346024,500,599,549.5,Condo Apartment,Apartment,43.6639921,-79.4030293
666 Spadina Ave 2001 Toronto,1,1,Condo Apt Apartment,2395,500-599,C10412088,500,599,549.5,Condo Apartment,Apartment,43.6639921,-79.4030293
666 Spadina Ave 401 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9268774,500,599,549.5,Condo Apartment,Apartment,43.6639921,-79.4030293
38 Grand Magazine St 1642 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9506755,500,599,549.5,Condo Apartment,Apartment,43.6365496,-79.4023142
161 Roehampton Ave 1805 Toronto,1,1,Condo Apt Apartment,2395,500-599,C10707849,500,599,549.5,Condo Apartment,Apartment,43.7088207,-79.3940449
25 Bedford Rd 804 Toronto,1,1,Condo Apt Apartment,2395,700-799,C10417461,700,799,749.5,Condo Apartment,Apartment,43.6700128,-79.397686
25 The Esplanade 813 Toronto,1,1,Condo Apt Apartment,2395,600-699,C10429207,600,699,649.5,Condo Apartment,Apartment,43.6461096,-79.3751486
55 Ontario St 411 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9247877,500,599,549.5,Condo Apartment,Apartment,43.653071,-79.3662295
195 McCaul St 509 Toronto,1+1,1,Condo Apt Apartment,2395,500-599,C10875092,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
80 Queens Wharf Rd 807 Toronto,1+1,1,Condo Apt Apartment,2398,500-599,C10421108,500,599,549.5,Condo Apartment,Apartment,43.6386357,-79.3992025
55 Charles St E 4507 Toronto,1,1,Condo Apt Multi-Level,2398,500-599,C10744188,500,599,549.5,Condo Apartment,Multi-Level,43.6690628,-79.3836494
8 Mercer St 518 Toronto,1,1,Condo Apt Apartment,2399,500-599,C10226679,500,599,549.5,Condo Apartment,Apartment,43.6459046,-79.3896041
10 Graphophone Grve 1601 Toronto,1,1,Condo Apt Apartment,2399,500-599,W9352361,500,599,549.5,Condo Apartment,Apartment,43.70011,-79.4163
319 JARVIS St PH06 Toronto,1,1,Condo Apt Apartment,2399,600-699,C10427356,600,699,649.5,Condo Apartment,Apartment,14.33905,120.93384
15 Holmes Ave 3009 Toronto,1,1,Condo Apt Apartment,2399,0-499,C9384852,0,499,249.5,Condo Apartment,Apartment,43.77779,-79.4139215
101 Erskine Ave 2901 Toronto,1,1,Condo Apt Apartment,2399,500-599,C9398801,500,599,549.5,Condo Apartment,Apartment,43.7114706,-79.3953672
70 ANNIE CRAIG Dr 3309 Toronto,1,1,Condo Apt Apartment,2399,500-599,W10426202,500,599,549.5,Condo Apartment,Apartment,43.6254684,-79.4784276
70 ANNIE CRAIG Dr 3001 Toronto,1,1,Condo Apt Apartment,2399,500-599,W10432622,500,599,549.5,Condo Apartment,Apartment,43.6254684,-79.4784276
215 Fort York Blvd 3601 Toronto,1+1,1,Condo Apt Apartment,2399,600-699,C10426739,600,699,649.5,Condo Apartment,Apartment,43.6363556,-79.4048107
215 Fort York Blvd 2801 Toronto,1+1,1,Condo Apt Apartment,2399,600-699,C10434052,600,699,649.5,Condo Apartment,Apartment,43.6363556,-79.4048107
2221 Yonge St 3705 Toronto,1+1,1,Condo Apt Apartment,2399,500-599,C10430680,500,599,549.5,Condo Apartment,Apartment,43.7060755,-79.3976429
255 Village Green Sq 2601 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,E9980344,500,599,549.5,Condo Apartment,Apartment,43.7773225,-79.2849336
68 Corporate Dr 527 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,E9300328,600,699,649.5,Condo Apartment,Apartment,43.7803,-79.2508998
219 Dundas St E 1112 Toronto,1+1,2,Condo Apt Apartment,2400,600-699,C10260752,600,699,649.5,Condo Apartment,Apartment,43.657314,-79.373234
30 Grand Trunk Cres 2301 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10427416,500,599,549.5,Condo Apartment,Apartment,43.642244,-79.3829356
88 Harbour St 2909 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9389588,500,599,549.5,Condo Apartment,Apartment,43.6419466,-79.3790699
10 Markbrook Lane 2006 Toronto,1,1,Condo Apt Apartment,2400,900-999,W10406640,900,999,949.5,Condo Apartment,Apartment,43.7589815,-79.5885636
505 Richmond St W 717 Toronto,1,1,Comm Element Condo Apartment,2400,500-599,C10432262,500,599,549.5,Common Element Condo,Apartment,43.647269,-79.39923
155 Beecroft Rd 1203 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10411188,500,599,549.5,Condo Apartment,Apartment,43.7661991,-79.4151195
251 Jarvis St 4914 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10404978,500,599,549.5,Condo Apartment,Apartment,43.6575462,-79.3746154
76 Shuter St 601 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10408549,500,599,549.5,Condo Apartment,Apartment,43.6553086,-79.3753783
100 Dalhousie St 2308 Toronto,1+1,2,Condo Apt Apartment,2400,600-699,C9417719,600,699,649.5,Condo Apartment,Apartment,43.656796,-79.3767423
55 Charles St 3808 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10854810,500,599,549.5,Condo Apartment,Apartment,43.6687877,-79.3862688
100 Dalhousie St 1002 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10407665,500,599,549.5,Condo Apartment,Apartment,43.656796,-79.3767423
503 Beecroft Rd 1211 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9363057,500,599,549.5,Condo Apartment,Apartment,43.7781717,-79.4175922
28 Madison Ave 01 Toronto,1,1,Condo Apt Apartment,2400,700-799,C10413112,700,799,749.5,Condo Apartment,Apartment,40.4527686,-80.6088382
50 Ann O'reilly Rd N 331 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9383032,0,499,249.5,Condo Apartment,Apartment,43.7740543,-79.3297294
20 Shore Breeze Dr 450 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10407653,600,699,649.5,Condo Apartment,Apartment,43.6237036,-79.4789786
33 Bay St 1913 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9379827,600,699,649.5,Condo Apartment,Apartment,43.6425633,-79.37721
66 Portland St 405 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10428733,500,599,549.5,Condo Apartment,Apartment,43.6424578,-79.3992528
85 East Liberty St E 805 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9243499,500,599,549.5,Condo Apartment,Apartment,43.6378584,-79.4154765
165 Legion Rd N 2325 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10429257,500,599,549.5,Condo Apartment,Apartment,43.6240098,-79.4884115
25 Richmond St 3304 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10416486,500,599,549.5,Condo Apartment,Apartment,43.651897,-79.377577
52 Forest Manor Rd 513 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9768396,500,599,549.5,Condo Apartment,Apartment,43.7723652,-79.3445747
1815 Yonge St 2505 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9395065,500,599,549.5,Condo Apartment,Apartment,43.6959555,-79.3957179
32 Forest Manor Rd 203 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9390395,0,499,249.5,Condo Apartment,Apartment,43.7711322,-79.3442384
425 Front St E 612 Toronto,1+1,2,Condo Apt Apartment,2400,500-599,C10419218,500,599,549.5,Condo Apartment,Apartment,43.6528094,-79.3568785
75 Queens Wharf Rd 712 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9513039,600,699,649.5,Condo Apartment,Apartment,43.6384982,-79.3979929
72 Esther Shiner Blvd 710 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10431737,500,599,549.5,Condo Apartment,Apartment,43.768185,-79.371647
200 Sudbury St 305 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10430040,600,699,649.5,Condo Apartment,Apartment,43.6412009,-79.4175574
55 East Liberty St 1810 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10425830,500,599,549.5,Condo Apartment,Apartment,43.6386004,-79.4127833
55 Ontario St 1207 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9378255,500,599,549.5,Condo Apartment,Apartment,43.653071,-79.3662295
42 Western Battery Rd 739 Toronto,1,1,Condo Townhouse 2-Storey,2400,600-699,C10431755,600,699,649.5,Condo Townhouse,2-Storey,43.6399975,-79.4140568
650 Queens Quay W 1122 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10423809,500,599,549.5,Condo Apartment,Apartment,43.6355609,-79.3989298
4978 Yonge St 1505 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9768798,500,599,549.5,Condo Apartment,Apartment,43.7656679,-79.4121702
275 Yorkland Rd 1112 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10431896,500,599,549.5,Condo Apartment,Apartment,43.7748192,-79.3369898
35 Bales Ave 909 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10420024,500,599,549.5,Condo Apartment,Apartment,43.760104,-79.4081668
16 Harrison Garden Blvd 406 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10428482,500,599,549.5,Condo Apartment,Apartment,43.757719,-79.409028
10 Park Lawn Rd 722 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,W9386617,500,599,549.5,Condo Apartment,Apartment,43.6229459,-79.4816583
77 Shuter St 2916 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10402756,500,599,549.5,Condo Apartment,Apartment,43.654819,-79.3753414
25 Richmond St E 2612 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10874873,500,599,549.5,Condo Apartment,Apartment,43.651897,-79.377577
70 Temperance St 4512 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10440997,0,499,249.5,Condo Apartment,Apartment,43.6505447,-79.3821098
470 Front St W 1610 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9366453,500,599,549.5,Condo Apartment,Apartment,43.6460924,-79.3784657
