"listing-card__contact-button href","Listing price","Verified","Updated","Bed","Bathroom","sqft","Address","listing-card__details-link href"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=24&sort=cheapest#","$2350","Verified","Recently Updated!","2","2","599","395 Dundas Street, Oakville, ON","https://rentals.ca/oakville/712-395-dundas-street-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=24&sort=cheapest#","$2350","Verified","Recently Updated!","1.5","1","640","35 Tubman Avenue, Toronto, ON","https://rentals.ca/toronto/35-tubman-avenue-id848969"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=24&sort=cheapest#","$2350","","Recently Updated!","1.5","1","550","8 Cumberland Street, Toronto, ON","https://rentals.ca/toronto/8-cumberland-street-id910287"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=24&sort=cheapest#","$2348","","Recently Updated!","2","1","620","415 Jarvis Street, Toronto, ON","https://rentals.ca/toronto/415-jarvis-street-id892073"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","","","1","1","530","470 Front Street West, Toronto, ON","https://rentals.ca/toronto/47-front-street-west"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","Verified","","1.5","1","800","80 Marine Parade Drive, Toronto, ON","https://rentals.ca/toronto/80-marine-parade-drive-3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","","","1","1","680","8 Rean Drive, Toronto, ON","https://rentals.ca/toronto/8-rean-drive-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","","","1.5","1","600","1435 Celebration Drive, Pickering, ON","https://rentals.ca/pickering/1435-celebration-drive-2"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","Verified","","2","1","610","36 LISGAR Street, Toronto, ON","https://rentals.ca/toronto/36-lisgar-street-unit-617w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","Verified","","1","1","550","20 North Park Road, Vaughan, ON","https://rentals.ca/vaughan/20-north-park-road-4"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","Verified","","2","1","599","395 Dundas Street, Oakville, ON","https://rentals.ca/oakville/531-395-dundas-street-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","Verified","","2","1","599","128 Grovewood Common, Oakville, ON","https://rentals.ca/oakville/128-grovewood-common-id905483"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","Verified","","1.5","1","530","50 Ann O'Reilly Road, Toronto, ON","https://rentals.ca/toronto/50-ann-oreilly-road-3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=25&sort=cheapest#","$2350","","","1.5","2","597","2369 Danforth Avenue, Toronto, ON","https://rentals.ca/toronto/2369-danforth-avenue-id906257"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","Verified","","1","1","600","352 Front Street West, Toronto, ON","https://rentals.ca/toronto/352-front-street-west-id904824"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","","","1","1","680","42 Western Battery Road, Toronto, ON","https://rentals.ca/toronto/42-western-battery-road-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","Verified","","1","1","550","170 Bayview Avenue, Toronto, ON","https://rentals.ca/toronto/170-bayview-river-city-3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","Verified","","1","1","569","1185 THE QUEENSWAY Unit# 1021, Toronto, ON","https://rentals.ca/toronto/1185-the-queensway-avenue"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","","","1","1","700","18 Yonge Street, Toronto, ON","https://rentals.ca/toronto/18-yonge-street-id900111"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","","Recently Updated!","1","1","550","85 Bloor Street East, Toronto, ON","https://rentals.ca/toronto/85-bloor-street-east-id892768"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","Verified","","1","1","480","327 King Street West, Toronto, ON","https://rentals.ca/toronto/327-king-street-west-56-1-bedroom-brand-new-condo-unit-for-rent"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","Verified","","1.5","1","585","1190 Dundas Street East, Toronto, ON","https://rentals.ca/toronto/1190-dundas-street-east-id892702"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","Verified","","1","1","499","128 Grovewood Common Circle, Oakville, ON","https://rentals.ca/oakville/234-128-grovewood-common-circle"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=26&sort=cheapest#","$2350","Verified","","1.5","2","750","39 Roehampton Avenue, Toronto, ON","https://rentals.ca/toronto/39-roehampton-avenue-id902859"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2350","","","1","1","623","35 Tubman Avenue, Toronto, ON","https://rentals.ca/toronto/35-tubman-avenue-6"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2350","Verified","1 day ago","1","1","550","21 Lawren Harris Square, Toronto, ON","https://rentals.ca/toronto/21-lawren-harris-square"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2350","Verified","","1","1","500","608 Richmond Street West, Toronto, ON","https://rentals.ca/toronto/608-richmond-street-west-8"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2350","Verified","","1","1","550","318 King St E, Toronto, ON","https://rentals.ca/toronto/318-king-st-e"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2350","Verified","","1","1","550","5 St Joseph St, Toronto, ON","https://rentals.ca/toronto/5-st-joseph-st-five-condos"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2375","","","1","1","515","170 Fort York Boulevard, Toronto, ON","https://rentals.ca/toronto/170-fort-york-boulevard"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2375","","","1","1","600","70 Queens Wharf Road, Toronto, ON","https://rentals.ca/toronto/70-queens-wharf-road-id693781"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2375","","","1","1","600","70 Queens Wharf Road, Toronto, ON","https://rentals.ca/toronto/70-queens-wharf-road-id693780"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2350","","","1.5","1","565","591 Sheppard Avenue East, North York, ON","https://rentals.ca/north-york/591-sheppard-avenue-east-2"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=27&sort=cheapest#","$2350","Verified","","0","1","447","275 Yorkland Road, Toronto, ON","https://rentals.ca/toronto/275-yorkland-road"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2375","Verified","","1","1","500","88 Harbour St, Toronto, ON","https://rentals.ca/toronto/88-harbour-the-harbour-plaza-residence"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2380","","","1","1","433","15 Ellerslie Avenue, Toronto, ON","https://rentals.ca/toronto/15-ellerslie-avenue-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2380","","1 day ago","1","1","579","197 Yonge Street, Toronto, ON","https://rentals.ca/toronto/197-yonge-street-id595975"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2380","","Recently Updated!","1.5","1","700","25 Telegram Mews, Toronto, ON","https://rentals.ca/toronto/25-telegram-mews-8"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2387","","","1","1","524","357 King Street West, Toronto, ON","https://rentals.ca/toronto/357-king-street-west-7"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2390","Verified","","1","1","699","4879 Kimbermount Avenue, Mississauga, ON","https://rentals.ca/mississauga/4879-kimbermount-avenue-4"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2390","","Recently Updated!","1.5","1","563","2221 Yonge Street, Toronto, ON","https://rentals.ca/toronto/2221-yonge-street-id902620"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2390","","","0.5","1","560","717 Bay Street, Toronto, ON","https://rentals.ca/toronto/717-bay-street-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2394","","","1.5","1","576","120 Canon Jackson Drive, Toronto, ON","https://rentals.ca/toronto/120-canon-jackson-drive-id738685"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=28&sort=cheapest#","$2395","Verified","1 day ago","1.5","1","699","20 Bruyeres Mews, Toronto, ON","https://rentals.ca/toronto/20-bruyeres-mews-id915406"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2395","Verified","Recently Updated!","1.5","1","762","1612 Charles Street, Whitby, ON","https://rentals.ca/whitby/323-1612-charles-st-whitby-ontario-l1n-1b9"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2395","Verified","1 day ago","1","1","550","230 King Street East, Toronto, ON","https://rentals.ca/toronto/230-king-street-east-id910284"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2395","Verified","Recently Updated!","1","1","560","250 Lawrence Avenue West, Toronto, ON","https://rentals.ca/toronto/611-250-lawrence-ave-w-toronto-ontario-m5m-1b2"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2395","","1 day ago","1","1","520","2200 Lake Shore Boulevard West, Toronto, ON","https://rentals.ca/toronto/2200-lake-shore-boulevard-west-5"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2395","Verified","1 day ago","1.5","1.5","625","1350 Ellesmere Road, Toronto, ON","https://rentals.ca/toronto/1350-ellesmere-road"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2395","Verified","","1","1","600","55 Charles St E, Toronto, ON","https://rentals.ca/toronto/1301-55-charles-st-e-toronto-ontario-m4y-0j1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2399","Verified","","1.5","2","699","1350 Ellesmere Road, Scarborough, ON","https://rentals.ca/scarborough/1305-1350-ellesmere-rd-scarborough-ontario-m1p-5a5"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2399","Verified","","1.5","1","550","15 Grenville Street, Toronto, ON","https://rentals.ca/toronto/15-grenville-street-id897564"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2400","Verified","Recently Updated!","1","1","539","17 Zorra St | Unit: Varies, Etobicoke, ON","https://rentals.ca/etobicoke/17-zorra-st-unit-varies"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=29&sort=cheapest#","$2400","Verified","Recently Updated!","1","1","490","58 ORCHARD VIEW Boulevard, Toronto, ON","https://rentals.ca/toronto/58-orchard-view-boulevard-unit-908"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","Verified","Recently Updated!","1.5","1","599","543 Richmond Street West, Toronto, ON","https://rentals.ca/toronto/543-richmond-street-west-id910000"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","Verified","Recently Updated!","1.5","1","599","250 Wellington Street West, Toronto, ON","https://rentals.ca/toronto/250-wellington-street-west-7"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","","","1.5","1","700","7325 Markham Road, Markham, ON","https://rentals.ca/markham/7325-markham-road-id908358"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","","","1","1","800","270 Queens Quay West, Toronto, ON","https://rentals.ca/toronto/270-queens-quay-west-id908146"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","Verified","","1","1","499","1415 Dundas Street, Oakville, ON","https://rentals.ca/oakville/201-1415-dundas-street-e"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","","","0.5","0.5","680","339 Rathburn Road West, Mississauga, ON","https://rentals.ca/mississauga/339-rathburn-road-west-id908103"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","Verified","Recently Updated!","1","1","636","330 Richmond Street West, Toronto, ON","https://rentals.ca/toronto/330-richmond-street-west-id909724"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","Verified","1 day ago","1.5","1","555","100 Dalhousie Street, Toronto, ON","https://rentals.ca/toronto/100-dalhousie-street-id915044"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","Verified","","1","1","620","100 Harbour Street, Toronto, ON","https://rentals.ca/toronto/100-harbour-street-id908790"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=30&sort=cheapest#","$2400","Verified","","2","1","550","135 Lower Sherbourne Street, Toronto, ON","https://rentals.ca/toronto/135-lower-sherbourne-street-5"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","1","1","600","215 Fort York Boulevard, Toronto, ON","https://rentals.ca/toronto/215-fort-york-boulevard-id907108"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","1","1","500","19 Grand Trunk Crescent, Toronto, ON","https://rentals.ca/toronto/19-grand-trunk-crescent-7"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","1","1","602","1486 Bathurst Street, Toronto, ON","https://rentals.ca/toronto/1486-bathurst-street-4"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","1","1","700","9075 Jane Street, Vaughan, ON","https://rentals.ca/vaughan/9075-jane-street-5"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","2","1","635","128 GROVEWOOD Common, Oakville, ON","https://rentals.ca/oakville/128-grovewood-common-unit-117"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","2","1","599","128 Grovewood Common, Oakville, ON","https://rentals.ca/oakville/128-grovewood-common-id907517"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","2","1","821","60 OLD MILL Road, Oakville, ON","https://rentals.ca/oakville/60-old-mill-road-unit-507"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","1","1","513","1415 DUNDAS Street, Oakville, ON","https://rentals.ca/oakville/1415-dundas-street-e-unit-201"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","1.5","2","750","9245 Jane Street, Vaughan, ON","https://rentals.ca/vaughan/9245-jane-street-3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=31&sort=cheapest#","$2400","Verified","","2","1","700","238 BONIS Avenue, Scarborough, ON","https://rentals.ca/scarborough/238-bonis-avenue-unit-721"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","Verified","","1","1","500","7 Grenville Street, Toronto, ON","https://rentals.ca/toronto/7-grenville-street-id906401"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","Verified","","1","1","668","127 Broadway Avenue, Toronto, ON","https://rentals.ca/toronto/127-broadway-avenue-2"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","","Recently Updated!","1","1","600","330 Richmond Street West, Toronto, ON","https://rentals.ca/toronto/330-richmond-street-west-id903122"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","Verified","","1","1","650","736 Bay Street, Toronto, ON","https://rentals.ca/toronto/conservatory-tower"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","","","1","1","600","159 Wellesley Street East, Toronto, ON","https://rentals.ca/toronto/159-wellesley-street-east-id903534"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","Verified","","2","1","596","395 DUNDAS Street, Oakville, ON","https://rentals.ca/oakville/395-dundas-street-w-unit-421"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","","","1.5","1","700","7325 Markham Road, Markham, ON","https://rentals.ca/markham/7325-markham-road-3"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","Verified","","2","1","499","395 Dundas Street, Oakville, ON","https://rentals.ca/oakville/421-395-dundas-street-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","Verified","","2","1","550","3900 CONFEDERATION Parkway, Mississauga, ON","https://rentals.ca/mississauga/3900-confederation-parkway-id902462"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=32&sort=cheapest#","$2400","Verified","","2","1","599","95 Dundas Street, Oakville, ON","https://rentals.ca/oakville/126-95-dundas-street-w"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2400","","","1","1","700","30 Shore Breeze Drive, Toronto, ON","https://rentals.ca/toronto/30-shore-breeze-drive-5"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2400","Verified","","1","1","549","85 EAST LIBERTY Street, Toronto, ON","https://rentals.ca/toronto/85-east-liberty-street-e-unit-805"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2500","","","1.5","1.5","660","38 Joe Shuster Way, Toronto, ON","https://rentals.ca/toronto/38-joe-shuster-way-id895098"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2400","Verified","","1","1","606","101 PETER STREET, Toronto, ON","https://rentals.ca/toronto/peter"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2400","","","1","1","500","10 Honeycrisp Crescent, Vaughan, ON","https://rentals.ca/vaughan/10-honeycrisp-crescent-id888946"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2400","Verified","","1","1","550","327 King St, Toronto, ON","https://rentals.ca/toronto/327-king"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2400","Verified","","1","1","1085","197 Yonge Street, Toronto, ON","https://rentals.ca/toronto/197-yonge-street-id816181"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2400","","","1","1","550","4070 Confederation Parkway, Mississauga, ON","https://rentals.ca/mississauga/4070-confederation-parkway-id816086"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2400","","","1","1","585","890 Sheppard Avenue West, Toronto, ON","https://rentals.ca/toronto/890-sheppard-avenue-west"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=33&sort=cheapest#","$2400","Verified","1 day ago","2","2","799","Olympic Garden Drive, Toronto, ON","https://rentals.ca/toronto/olympic-garden-drive-1"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","","","1","1","560","10 Capreol Court, Toronto, ON","https://rentals.ca/toronto/10-capreol-court-id754167"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","","","1","1","476","75 Norman Bethune Avenue, Richmond Hill, ON","https://rentals.ca/richmond-hill/75-norman-bethune-avenue"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","","","1","1","540","36 Zorra Street, Toronto, ON","https://rentals.ca/toronto/36-zorra-street-id733161"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","","","1.5","1","700","135 Village Green Square, Toronto, ON","https://rentals.ca/toronto/135-village-green-square-id724326"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","Verified","","1.5","2","550","60 Princess St, Toronto, ON","https://rentals.ca/toronto/60-princess-time-space"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","Verified","","1","1","500","55 Cooper St, Toronto, ON","https://rentals.ca/toronto/55-cooper-sugarwharf"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","","","1","1","564","30 Samuel Wood Way, Toronto, ON","https://rentals.ca/toronto/30-samuel-wood-way-id710870"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","","","1.5","0.5","700","54 Sky Harbour Drive, Brampton, ON","https://rentals.ca/brampton/54-sky-harbour-drive-id775114"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","Verified","","1.5","2","641","2916 Highway 7, Vaughan, ON","https://rentals.ca/vaughan/2916-highway-7"
"https://rentals.ca/toronto/condos?rentrange=1000&bbox=-79.62042,43.62913,-79.17067,43.82314&dimensions=300&p=34&sort=cheapest#","$2400","","","1.5","2","625","8119 Birchmount Road, Markham, ON","https://rentals.ca/markham/8119-birchmount-road-id785961"
