Property URL,Property type,Number of days on Zillow,Date listed (MM/DD/YYYY),Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Image URL,Is owner occupied,Property owned by Zillow,Property unit number,Street address,City,Zip,Latitude,Longitude,Zillow property ID,Property is a building,Building name,Unit availability count
"https://www.zillow.com/b/building/43.655106,-79.37625_ll/","Apartment","","","2150","","","","2","","","","","","60 Shuter St","Toronto","NaN","","","","No","Unit located in: Red-Two Building",""
"https://www.zillow.com/b/1350-ellesmere-rd-toronto-on-CdHcS7/","Building","7","10/30/2024","","","","","","","https://photos.zillowstatic.com/fp/028fe0427bc8ac1b39caadff8e41dabe-p_e.jpg","","","","1350 Ellesmere Rd","Toronto","NaN","43.770374","-79.26186","43.770374--79.26186","Yes","Yellow-Two Building (Randomly generated building name as it is not provided by Zillow)","10"
"https://www.zillow.com/b/1350-ellesmere-rd-toronto-on-CdHcS7/","Apartment","","","2395","","","","2","","","","","","1350 Ellesmere Rd","Toronto","NaN","","","","No","Unit located in: Yellow-Two Building",""
"https://www.zillow.com/b/2378-saint-clair-ave-w-toronto-on-BMQfrs/","Building","11","10/26/2024","","","","","","","https://photos.zillowstatic.com/fp/9ad2d5db49a4b11ea8c02fa1e9973405-p_e.jpg","","","","2378 Saint Clair Ave W","Toronto","NaN","43.669884","-79.48057","43.669884--79.48057","Yes","Red-Three Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/2378-saint-clair-ave-w-toronto-on-BMQfrs/","Apartment","","","2500","","","","2","","","","","","2378 Saint Clair Ave W","Toronto","NaN","","","","No","Unit located in: Red-Three Building",""
"https://www.zillow.com/homedetails/543-Richmond-St-W-PENTHOUSE-11-Toronto-ON-M5V-1Y6/442034493_zpid/","Apartment","13","10/24/2024","4000","800","sqft","5","2","2","","No","No","Penthouse 11","543 Richmond St W PENTHOUSE 11","Toronto","NaN","43.64671","-79.40176","442034493","","",""
"https://www.zillow.com/b/760-the-queensway-toronto-on-BMJFzm/","Building","13","10/24/2024","","","","","","","https://photos.zillowstatic.com/fp/841aa32a53446e0430aae3d85aa3ac0f-p_e.jpg","","","","760 The Queensway","Toronto","NaN","43.626175","-79.50498","43.626175--79.50498","Yes","Green-Nine Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/760-the-queensway-toronto-on-BMJFzm/","Apartment","","","2350","","","","2","","","","","","760 The Queensway","Toronto","NaN","","","","No","Unit located in: Green-Nine Building",""
"https://www.zillow.com/b/10-park-lawn-rd-toronto-on-BMCQdD/","Building","14","10/23/2024","","","","","","","https://photos.zillowstatic.com/fp/47cc824c7aed3bc3a96a678fb82d0e89-p_e.jpg","","","","10 Park Lawn Rd","Toronto","NaN","43.623222","-79.48393","43.623222--79.48393","Yes","Violet-Six Building (Randomly generated building name as it is not provided by Zillow)","8"
"https://www.zillow.com/b/10-park-lawn-rd-toronto-on-BMCQdD/","Apartment","","","2500","","","","2","","","","","","10 Park Lawn Rd","Toronto","NaN","","","","No","Unit located in: Violet-Six Building",""
"https://www.zillow.com/b/320-richmond-st-e-toronto-on-BMCMNX/","Building","14","10/23/2024","","","","","","","https://photos.zillowstatic.com/fp/d015d756b5ba74563ed7367ea1dd4a00-p_e.jpg","","","","320 Richmond St   E","Toronto","NaN","43.653603","-79.36883","43.653603--79.36883","Yes","Indigo-Four Building (Randomly generated building name as it is not provided by Zillow)","5"
"https://www.zillow.com/b/320-richmond-st-e-toronto-on-BMCMNX/","Apartment","","","2450","","","","2","","","","","","320 Richmond St   E","Toronto","NaN","","","","No","Unit located in: Indigo-Four Building",""
"https://www.zillow.com/homedetails/20-Meadowglen-Pl-E-1800-Toronto-ON-M1G-0A9/442014351_zpid/","Apartment","14","10/23/2024","2900","1000","sqft","2.9","2","2","https://photos.zillowstatic.com/fp/d17a9678b621b82c0296cadedabd96ab-p_e.jpg","No","No","# 1800","20 Meadowglen Pl E","Toronto","NaN","43.774513","-79.23047","442014351","","",""
"https://www.zillow.com/b/building/43.706524,-79.39202_ll/","Building","19","10/18/2024","","","","","","","https://photos.zillowstatic.com/fp/1a7acbfe5ef2a79870a671a5dbe32127-p_e.jpg","","","","83 Redpath Ave","Toronto","NaN","43.706524","-79.39202","43.706524--79.39202","Yes","Violet-Eight Building (Randomly generated building name as it is not provided by Zillow)","2"
"https://www.zillow.com/b/building/43.706524,-79.39202_ll/","Apartment","","","2700","","","","2","","","","","","83 Redpath Ave","Toronto","NaN","","","","No","Unit located in: Violet-Eight Building",""
